"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,25825.00,107.00,66.00,0.00,0.00,395.00,150.00,133.00,"Delta Air Lines Inc.","DL","ABE","CMH",6,"620",1,1996,2,5,1,"F",
0.00,1.00,36560.00,147.00,124.00,450.00,825.00,67.00,49.00,26.00,"United Air Lines Inc.","UA","ABE","EWR",7,"715",1,1996,2,5,1,"F",
0.00,1.00,9600.00,46.00,29.00,0.00,0.00,67.00,35.00,21.00,"ExpressJet Airlines Inc.","RU","ABE","EWR",4,"441",1,1996,2,5,1,"F",
0.00,3.00,22500.00,90.00,34.00,0.00,0.00,77.00,114.00,72.00,"ExpressJet Airlines Inc.","RU","ABE","MDT",4,"461",1,1996,2,5,1,"F",
0.00,1.00,26040.00,108.00,52.00,0.00,0.00,654.00,179.00,105.00,"United Air Lines Inc.","UA","ABE","ORD",6,"616",1,1996,2,5,2,"F",
0.00,1.00,16564.00,68.00,43.00,0.00,0.00,253.00,60.00,50.00,"US Airways Inc.","US","ABE","PIT",6,"602",1,1996,2,5,1,"F",
0.00,1.00,36560.00,147.00,86.00,469.00,200.00,569.00,86.00,69.00,"United Air Lines Inc.","UA","ABQ","DFW",7,"715",1,1996,2,5,2,"F",
0.00,1.00,27395.00,113.00,93.00,444.00,2040.00,717.00,108.00,96.00,"America West Airlines Inc.","HP","ABQ","MCI",6,"620",1,1996,2,5,2,"F",
0.00,1.00,37638.00,144.00,140.00,486.00,0.00,328.00,67.00,48.00,"US Airways Inc.","US","ABQ","PHX",6,"617",1,1996,2,5,1,"F",
0.00,1.00,47000.00,180.00,72.00,1552.00,1387.00,628.00,109.00,93.00,"Delta Air Lines Inc.","DL","ABQ","SAN",6,"622",1,1996,2,5,2,"F",
0.00,3.00,18489.00,90.00,24.00,0.00,0.00,86.00,99.00,62.00,"ExpressJet Airlines LLC","EV","ABY","MCN",4,"461",1,1996,2,5,1,"F",
0.00,1.00,6163.00,30.00,28.00,0.00,0.00,75.00,35.00,25.00,"ExpressJet Airlines LLC","EV","ABY","VLD",4,"461",1,1996,2,5,1,"F",
0.00,1.00,5500.00,19.00,0.00,0.00,0.00,147.00,120.00,110.00,"Mesa Airlines Inc.","YV","ACK","HVN",4,"405",1,1996,2,5,1,"F",
0.00,1.00,28367.00,149.00,69.00,0.00,0.00,88.00,54.00,38.00,"Continental Air Lines Inc.","CO","ACY","EWR",7,"715",1,1996,2,5,1,"F",
0.00,1.00,5500.00,19.00,0.00,0.00,0.00,99.00,45.00,35.00,"Mesa Airlines Inc.","YV","ACY","LGA",4,"405",1,1996,2,5,1,"F",
0.00,1.00,5500.00,19.00,0.00,0.00,0.00,97.00,53.00,29.00,"Mesa Airlines Inc.","YV","ACY","RDG",4,"405",1,1996,2,5,1,"F",
0.00,45.00,1269480.00,2664.00,1466.00,99227.00,12030.00,252.00,2207.00,1799.00,"Alaska Airlines Inc.","AS","ADQ","ANC",6,"621",3,1996,2,5,1,"F",
0.00,2.00,72600.00,298.00,69.00,0.00,20.00,143.00,94.00,63.00,"Delta Air Lines Inc.","DL","AGS","ATL",7,"715",1,1996,2,5,1,"F",
0.00,8.00,232690.00,358.00,119.00,660.00,0.00,289.00,428.00,358.00,"Alaska Airlines Inc.","AS","AKN","ANC",6,"621",3,1996,2,5,1,"F",
0.00,7.00,163238.00,374.00,158.00,3641.00,3590.00,289.00,453.00,394.00,"Reeve Aleutian Airways Inc.","RV","AKN","ANC",5,"550",3,1996,2,5,1,"F",
0.00,6.00,141799.00,316.00,117.00,4931.00,24946.00,332.00,475.00,411.00,"Reeve Aleutian Airways Inc.","RV","AKN","CDB",5,"550",3,1996,2,5,1,"F",
0.00,29.00,821700.00,1624.00,819.00,42398.00,188403.00,71.00,781.00,523.00,"Alaska Airlines Inc.","AS","AKN","DLG",6,"621",3,1996,2,5,1,"F",
0.00,1.00,16800.00,60.00,39.00,0.00,0.00,274.00,58.00,51.00,"Reeve Aleutian Airways Inc.","RV","AKN","SDP",5,"550",3,1996,2,5,1,"F",
0.00,1.00,25825.00,107.00,95.00,0.00,20.00,852.00,146.00,133.00,"Delta Air Lines Inc.","DL","ALB","ATL",6,"620",1,1996,2,5,2,"F",
0.00,1.00,30090.00,122.00,94.00,20.00,2500.00,80.00,48.00,24.00,"Northwest Airlines Inc.","NW","ALB","BDL",6,"650",1,1996,2,5,1,"F",
0.00,1.00,27780.00,110.00,60.00,146.00,84.00,288.00,124.00,106.00,"US Airways Inc.","US","ALB","BWI",6,"620",1,1996,2,5,1,"F",
0.00,1.00,36300.00,149.00,63.00,270.00,10.00,576.00,154.00,142.00,"Delta Air Lines Inc.","DL","ALB","DAY",7,"715",1,1996,2,5,2,"F",
0.00,1.00,26500.00,101.00,96.00,17.00,1540.00,136.00,41.00,28.00,"US Airways Inc.","US","ALB","LGA",6,"640",1,1996,2,5,1,"F",
0.00,2.00,52080.00,216.00,141.00,0.00,3.00,723.00,267.00,236.00,"United Air Lines Inc.","UA","ALB","ORD",6,"616",1,1996,2,5,2,"F",
0.00,2.00,72600.00,298.00,176.00,2120.00,1.00,198.00,91.00,70.00,"Delta Air Lines Inc.","DL","ALB","ROC",7,"715",1,1996,2,5,1,"F",
0.00,1.00,5500.00,19.00,0.00,0.00,0.00,298.00,104.00,98.00,"Mesa Airlines Inc.","YV","ALM","FMN",4,"405",1,1996,2,5,1,"F",
0.00,1.00,5500.00,19.00,6.00,0.00,0.00,179.00,47.00,40.00,"Mesa Airlines Inc.","YV","ALS","DEN",4,"405",1,1996,2,5,1,"F",
0.00,2.00,11000.00,38.00,0.00,0.00,0.00,139.00,87.00,73.00,"Mesa Airlines Inc.","YV","ALS","FMN",4,"405",1,1996,2,5,1,"F",
0.00,1.00,37090.00,150.00,89.00,1378.00,0.00,313.00,64.00,50.00,"Delta Air Lines Inc.","DL","AMA","DFW",6,"656",1,1996,2,5,1,"F",
